Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
47.75982403755188	0	23.32558	14.861721	76.0	10.0	23.325581395348838	14.861720658828482	1003	1003
142.01690888404846	1	20.87755	10.68402	69.0	10.0	20.877551020408163	10.684019447451384	1023	2026
283.8846900463104	2	20.795918	8.285665	41.0	10.0	20.79591836734694	8.285664019149827	1019	3045
471.09708881378174	3	22.311111	12.650555	72.0	9.0	22.31111111111111	12.65055505540672	1004	4049
712.0661919116974	4	20.7	9.74115	50.0	8.0	20.7	9.741149829460586	1035	5084
996.9069557189941	5	21.659575	10.607658	57.0	10.0	21.659574468085108	10.607658003987538	1018	6102
1327.3943829536438	6	20.895834	10.083485	54.0	11.0	20.895833333333332	10.083483986477866	1003	7105
1707.8018808364868	7	22.311111	14.914307	95.0	9.0	22.31111111111111	14.914306662056957	1004	8109
2138.5989887714386	8	22.444445	16.507988	111.0	10.0	22.444444444444443	16.507985347913102	1010	9119
2613.0628910064697	9	18.924528	8.0583935	46.0	8.0	18.92452830188679	8.058393155536592	1003	10122
3134.549740791321	10	21.382978	8.469101	40.0	9.0	21.382978723404257	8.469100762356742	1005	11127
3705.67107796669	11	25.225	13.321951	67.0	10.0	25.225	13.32195087064954	1009	12136
4329.188560009003	12	19.48077	8.094372	44.0	10.0	19.48076923076923	8.094372177429548	1013	13149
5013.132786989212	13	23.60465	12.64201	69.0	10.0	23.6046511627907	12.64201105374314	1015	14164
5741.659271001816	14	19.018867	10.385932	77.0	9.0	19.0188679245283	10.385931278885195	1008	15172
6529.398562908173	15	21.723404	10.566309	53.0	10.0	21.72340425531915	10.566309623011414	1021	16193
7383.486669778824	16	19.961538	10.323538	65.0	9.0	19.96153846153846	10.323538336587037	1038	17231
8285.653920173645	17	27.157894	13.021291	65.0	10.0	27.157894736842106	13.021290896854222	1032	18263
9227.488427877426	18	23.72093	12.108665	70.0	9.0	23.72093023255814	12.108666090181222	1020	19283
10212.971404790878	19	18.796297	7.29632	45.0	10.0	18.796296296296298	7.2963197969164675	1015	20298
11235.023848056793	20	20.08	8.8019085	70.0	10.0	20.08	8.80190888387286	1004	21302
12302.220322847366	21	21.76087	15.389415	74.0	8.0	21.76086956521739	15.38941587530166	1001	22303
13427.86521100998	22	23.488373	12.940601	69.0	9.0	23.488372093023255	12.940601497510103	1010	23313
14593.53899693489	23	21.782608	8.20899	41.0	9.0	21.782608695652176	8.208990414751963	1002	24315
15822.867322921753	24	23.534883	10.869948	65.0	10.0	23.53488372093023	10.869947556000447	1012	25327
17113.748167037964	25	20.612246	10.257534	56.0	9.0	20.612244897959183	10.257533471532852	1010	26337
18613.702718019485	26	24.095238	14.69501	74.0	10.0	24.095238095238095	14.695009719547528	1012	27349
20099.117724895477	27	19.72549	10.392453	49.0	10.0	19.725490196078432	10.39245282597424	1006	28355
21601.408675909042	28	23.880953	13.275833	62.0	9.0	23.88095238095238	13.275832645310947	1003	29358
23532.12529706955	29	21.208334	9.981145	49.0	10.0	21.208333333333332	9.981145419684502	1018	30376
25172.917720794678	30	20.26	9.874837	61.0	10.0	20.26	9.874836707510662	1013	31389
56332.61409807205	31	25.025	15.123636	75.0	9.0	25.025	15.123636302159609	1001	32390
58030.08652091026	32	19.705883	9.4480915	63.0	10.0	19.705882352941178	9.44809165843342	1005	33395
61920.95316004753	33	19.80392	9.36623	55.0	9.0	19.80392156862745	9.366229718040413	1010	34405
63817.87592792511	34	22.955555	9.745552	48.0	10.0	22.955555555555556	9.745552958613267	1033	35438
65756.46217298508	35	23.906977	14.438022	92.0	10.0	23.906976744186046	14.438021434841673	1028	36466
67706.32164597511	36	20.44898	8.792532	54.0	8.0	20.448979591836736	8.79253213856775	1002	37468
69739.46445703506	37	21.702127	13.753012	70.0	9.0	21.70212765957447	13.753011111098576	1020	38488
79553.80677986145	38	21.404255	10.80516	61.0	9.0	21.404255319148938	10.805159473786635	1006	39494
81783.97944307327	39	25.4	12.503599	58.0	9.0	25.4	12.503599481749246	1016	40510
